contract_id,brand,model,year,fuel_type,current_value,color,usage,previous_claims,power_hp
CTR_006405,Renault,Captur,2020,Hybrid,6244.9,Black,Professional,0,152
CTR_006406,Renault,Megane,2019,Electric,6621.81,Unknown,Mixed,2,132
CTR_006410,Peugeot,208,2022,Diesel,9986.89,White,Mixed,1,135
CTR_006417,Volkswagen,Tiguan,2024,Gasoline,19957.03,Black,Mixed,0,135
CTR_006418,Renault,Megane,2024,Diesel,13347.44,Black,Professional,3,104
CTR_006420,Peugeot,308,2023,Diesel,12398.21,Gray,Personal,2,119
CTR_006428,Renault,Clio,2015,Diesel,5567.24,Blue,Personal,1,170
CTR_006430,Volkswagen,Golf,2020,Hybrid,10483.43,Red,Personal,2,123
CTR_006432,Volkswagen,Polo,2018,Hybrid,5684.4,Blue,Personal,1,114
CTR_006433,Peugeot,308,2021,Electric,8972.6,Black,Mixed,2,181
CTR_006434,Volkswagen,Tiguan,2019,Gasoline,9259.12,Black,Mixed,2,131
CTR_006441,Renault,Captur,2010,Gasoline,4310.24,White,Personal,0,183
CTR_006446,Volkswagen,Tiguan,2021,Diesel,11138.52,Blue,Professional,1,113
CTR_006447,Renault,Clio,2023,Hybrid,10404.12,Unknown,Mixed,0,187
CTR_006448,Renault,Captur,2019,Gasoline,6177.47,Unknown,Personal,0,135
CTR_006449,Volkswagen,Tiguan,2018,Electric,4841.74,White,Professional,0,135
CTR_006451,Renault,Megane,2023,Gasoline,12483.14,Blue,Mixed,3,147
CTR_006454,Peugeot,308,2019,Diesel,7304.3,White,Mixed,3,103
CTR_006457,Renault,Captur,2018,Diesel,4231.05,Red,Mixed,0,91
CTR_006459,Renault,Clio,2017,Diesel,5860.95,Red,Mixed,1,116
CTR_006463,Volkswagen,Polo,2019,Hybrid,7308.9,Unknown,Personal,0,153
CTR_006464,Volkswagen,Tiguan,2019,Hybrid,8935.38,Gray,Mixed,0,130
CTR_006468,Volkswagen,Golf,2023,Diesel,19666.66,Red,Personal,0,145
CTR_006470,Renault,Megane,2015,Gasoline,4696.69,Gray,Personal,1,192
CTR_006472,Renault,Clio,2010,Diesel,5101.16,Red,Professional,3,119
CTR_006476,Peugeot,208,2021,Hybrid,10102.42,Unknown,Professional,0,159
CTR_006478,Volkswagen,Golf,2021,Gasoline,12367.63,Unknown,Professional,2,93
CTR_006479,Peugeot,208,2020,Electric,7356.59,Gray,Mixed,3,160
CTR_006481,Renault,Captur,2024,Diesel,15971.94,Black,Personal,3,177
CTR_006486,Volkswagen,Tiguan,2023,Diesel,17051.74,Red,Professional,1,135
CTR_006487,Renault,Clio,2011,Hybrid,5589.87,White,Personal,0,149
CTR_006492,Peugeot,208,2021,Diesel,8462.31,Gray,Mixed,0,176
CTR_006493,Peugeot,308,2023,Hybrid,14256.63,Black,Professional,0,135
CTR_006498,Volkswagen,Tiguan,2014,Hybrid,4575.26,Unknown,Professional,0,135
CTR_006500,Volkswagen,Polo,2013,Gasoline,5854.76,Unknown,Personal,0,186
CTR_006501,Peugeot,208,2016,Hybrid,5210.76,Red,Personal,1,135
CTR_006502,Volkswagen,Golf,2017,Electric,5067.03,Black,Professional,0,168
CTR_006503,Peugeot,208,2023,Electric,12118.63,Blue,Mixed,0,148
CTR_006509,Peugeot,208,2012,Electric,5017.33,Unknown,Professional,2,75
CTR_006510,Peugeot,308,2022,Hybrid,10362.39,Gray,Mixed,0,141
CTR_006511,Volkswagen,Tiguan,2023,Gasoline,15089.16,Black,Mixed,0,143
CTR_006514,Volkswagen,Polo,2023,Hybrid,8418.145,Black,Professional,3,102
CTR_006515,Renault,Clio,2021,Electric,10570.15,Blue,Professional,0,129
CTR_006518,BMW,X1,2024,Hybrid,34550.26,Red,Personal,0,135
CTR_006522,Peugeot,3008,2012,Electric,4800.84,Blue,Mixed,0,200
CTR_006526,Volkswagen,Golf,2020,Hybrid,6210.53,Blue,Personal,3,85
CTR_006528,Peugeot,3008,2023,Diesel,15644.95,White,Professional,1,135
CTR_006530,Peugeot,308,2019,Hybrid,6393.49,Gray,Personal,2,135
CTR_006531,Renault,Captur,2024,Electric,14591.89,White,Personal,1,99
CTR_006534,Peugeot,308,2023,Diesel,11246.22,Blue,Professional,1,107
CTR_006535,Volkswagen,Golf,2011,Gasoline,4781.15,White,Mixed,0,121
CTR_006539,BMW,Serie3,2024,Hybrid,40616.46,Red,Personal,0,144
CTR_006541,BMW,Serie1,2020,Electric,31490.89,Black,Professional,0,135
CTR_006547,Renault,Megane,2018,Hybrid,4865.36,White,Mixed,2,135
CTR_006548,Volkswagen,Golf,2019,Diesel,6403.38,White,Mixed,1,70
CTR_006551,Volkswagen,Polo,2019,Diesel,7997.84,Unknown,Professional,1,153
CTR_006552,Renault,Captur,2019,Gasoline,5487.76,Blue,Personal,2,79
CTR_006555,Peugeot,308,2020,Hybrid,6826.0,Gray,Professional,0,135
CTR_006557,Peugeot,3008,2016,Diesel,4567.58,Blue,Professional,0,135
CTR_006563,Volkswagen,Polo,2019,Diesel,6792.41,Unknown,Mixed,0,164
CTR_006567,BMW,X1,2023,Diesel,25205.04,Blue,Personal,1,179
CTR_006569,Renault,Megane,2022,Hybrid,10404.65,Unknown,Personal,1,135
CTR_006571,Volkswagen,Tiguan,2020,Hybrid,9412.0,Black,Personal,2,101
CTR_006572,Peugeot,308,2019,Diesel,5414.87,White,Personal,0,197
CTR_006573,Peugeot,208,2010,Diesel,4443.11,Red,Personal,0,186
CTR_006577,Peugeot,3008,2019,Diesel,5991.94,White,Personal,0,128
CTR_006578,BMW,Serie3,2023,Gasoline,33673.35,Unknown,Professional,1,135
CTR_006582,Peugeot,3008,2024,Gasoline,15941.44,Blue,Professional,3,127
CTR_006587,Peugeot,308,2022,Gasoline,13570.27,Blue,Mixed,1,113
CTR_006593,Renault,Clio,2015,Gasoline,5828.0,Blue,Personal,0,189
CTR_006594,Peugeot,208,2022,Diesel,11023.07,Unknown,Professional,2,186
CTR_006602,Renault,Clio,2024,Diesel,17327.96,Unknown,Mixed,0,182
CTR_006607,Peugeot,3008,2024,Hybrid,13106.83,Black,Mixed,3,143
CTR_006610,Volkswagen,Polo,2023,Hybrid,15574.65,Unknown,Personal,3,135
CTR_006612,Volkswagen,Tiguan,2024,Electric,21607.39,Black,Mixed,2,198
CTR_006617,Peugeot,308,2024,Diesel,13300.25,Red,Professional,0,158
CTR_006619,Volkswagen,Polo,2024,Electric,19609.53,Gray,Professional,0,106
CTR_006620,Renault,Clio,2023,Hybrid,11443.04,Black,Professional,1,104
CTR_006621,BMW,Serie1,2023,Gasoline,27506.1,Blue,Professional,1,148
CTR_006625,Mercedes,ClasseC,2023,Gasoline,30334.65,Blue,Mixed,3,120
CTR_006626,Renault,Clio,2021,Diesel,9360.87,Blue,Mixed,0,135
CTR_006627,Volkswagen,Tiguan,2023,Electric,15923.13,Gray,Mixed,1,150
CTR_006629,Volkswagen,Tiguan,2023,Diesel,20928.56,Gray,Personal,0,150
CTR_006630,Renault,Captur,2018,Gasoline,5789.46,White,Mixed,0,124
CTR_006632,Volkswagen,Polo,2019,Gasoline,8249.02,Red,Mixed,0,92
CTR_006634,Peugeot,3008,2023,Electric,12741.79,White,Mixed,3,148
CTR_006635,Mercedes,ClasseA,2019,Electric,16579.73,Unknown,Mixed,2,83
CTR_006641,Volkswagen,Polo,2022,Gasoline,16210.73,Blue,Mixed,2,125
CTR_006643,Mercedes,ClasseC,2016,Diesel,8418.145,White,Mixed,1,160
CTR_006644,Renault,Clio,2015,Gasoline,8418.145,White,Personal,1,188
CTR_006648,Mercedes,ClasseA,2021,Hybrid,28759.64,Red,Professional,3,148
CTR_006649,Volkswagen,Tiguan,2022,Diesel,18179.47,White,Personal,3,135
CTR_006650,Renault,Clio,2019,Diesel,5359.74,Unknown,Mixed,3,81
CTR_006651,Volkswagen,Golf,2011,Diesel,5169.36,Gray,Personal,0,140
CTR_006652,Volkswagen,Polo,2014,Gasoline,4752.37,Red,Mixed,0,166
CTR_006653,Renault,Captur,2024,Diesel,12532.4,Gray,Mixed,3,135
CTR_006666,Volkswagen,Polo,2020,Electric,12469.93,Black,Professional,3,97
CTR_006669,Renault,Megane,2018,Electric,4027.77,White,Personal,0,135
CTR_006670,Peugeot,208,2015,Hybrid,4129.4,Black,Mixed,0,118
CTR_006671,Renault,Megane,2018,Hybrid,8418.145,Black,Mixed,0,147
CTR_006673,Renault,Megane,2020,Diesel,7891.07,Unknown,Professional,0,135
CTR_006677,Peugeot,3008,2010,Diesel,5457.67,Gray,Mixed,0,135
CTR_006681,Volkswagen,Polo,2010,Hybrid,5406.63,Black,Professional,2,143
CTR_006683,Volkswagen,Golf,2022,Diesel,16954.69,White,Professional,3,198
CTR_006695,Volkswagen,Tiguan,2015,Gasoline,5489.31,White,Professional,2,119
CTR_006699,Peugeot,208,2019,Gasoline,6110.35,Gray,Mixed,1,145
CTR_006706,Volkswagen,Golf,2021,Diesel,12646.98,White,Personal,3,97
CTR_006715,Volkswagen,Golf,2022,Hybrid,16539.25,Blue,Personal,2,174
CTR_006718,Renault,Megane,2019,Electric,6120.42,White,Mixed,1,114
CTR_006719,Volkswagen,Golf,2013,Diesel,4665.1,Black,Mixed,2,135
CTR_006725,Volkswagen,Golf,2013,Diesel,4005.91,Blue,Professional,2,171
CTR_006734,Renault,Megane,2024,Electric,12960.12,Unknown,Mixed,1,135
CTR_006736,BMW,Serie3,2021,Gasoline,22711.25,White,Professional,2,162
CTR_006738,Peugeot,3008,2018,Hybrid,5052.22,Gray,Mixed,2,152
CTR_006744,Volkswagen,Tiguan,2024,Gasoline,19038.93,Blue,Personal,1,175
CTR_006746,Renault,Clio,2010,Gasoline,6451.13,Red,Personal,2,173
CTR_006749,Peugeot,3008,2013,Diesel,4952.71,Black,Personal,2,96
CTR_006756,Mercedes,GLA,2014,Gasoline,4278.1,White,Personal,0,132
CTR_006759,Peugeot,308,2011,Electric,4387.11,Red,Professional,0,171
CTR_006760,Renault,Clio,2023,Diesel,10322.12,White,Professional,1,134
CTR_006761,Volkswagen,Golf,2024,Diesel,18146.23,Red,Personal,1,135
CTR_006767,Renault,Clio,2012,Electric,8418.145,Blue,Personal,0,130
CTR_006768,Renault,Captur,2020,Hybrid,9934.2,Red,Personal,2,185
CTR_006770,Volkswagen,Tiguan,2018,Hybrid,6353.03,Blue,Mixed,3,179
CTR_006771,Peugeot,208,2013,Gasoline,5530.96,Unknown,Personal,2,113
CTR_006776,Renault,Captur,2012,Hybrid,4992.22,Unknown,Mixed,0,186
CTR_006778,Peugeot,208,2012,Diesel,4888.7,White,Professional,0,191
CTR_006779,Peugeot,208,2020,Electric,9131.89,White,Professional,0,135
CTR_006780,Volkswagen,Tiguan,2021,Diesel,10309.45,Red,Professional,3,178
CTR_006781,Renault,Captur,2020,Electric,8502.24,Unknown,Mixed,2,186
CTR_006783,Volkswagen,Polo,2020,Hybrid,18331.96,Red,Mixed,2,135
CTR_006786,Renault,Clio,2014,Hybrid,5683.79,Blue,Mixed,3,140
CTR_006787,Renault,Clio,2022,Diesel,11664.99,White,Personal,0,99
CTR_006788,Volkswagen,Golf,2018,Electric,4736.28,Blue,Professional,3,93
CTR_006790,Volkswagen,Tiguan,2022,Hybrid,14064.0,White,Mixed,3,134
CTR_006791,Volkswagen,Polo,2023,Gasoline,19241.16,Unknown,Professional,0,164
CTR_006793,BMW,Serie1,2016,Diesel,4524.32,Red,Mixed,0,184
CTR_006795,Volkswagen,Polo,2020,Electric,9992.78,Blue,Personal,1,200
CTR_006819,Mercedes,ClasseA,2022,Diesel,8418.145,Gray,Professional,1,152
CTR_006823,Volkswagen,Golf,2018,Electric,5904.01,White,Mixed,3,127
CTR_006831,Renault,Megane,2013,Electric,8418.145,Black,Professional,2,135
CTR_006832,Renault,Clio,2017,Gasoline,4692.59,Red,Professional,2,127
CTR_006833,Volkswagen,Golf,2018,Gasoline,5597.15,White,Mixed,2,108
CTR_006834,Renault,Clio,2020,Gasoline,8158.04,Black,Mixed,0,139
CTR_006840,Renault,Clio,2021,Electric,9483.03,White,Personal,1,97
CTR_006842,Volkswagen,Golf,2020,Diesel,11319.21,Gray,Personal,3,135
CTR_006844,Volkswagen,Tiguan,2014,Gasoline,8418.145,Red,Personal,3,89
CTR_006846,Peugeot,308,2018,Hybrid,5678.95,Unknown,Personal,3,188
CTR_006847,Volkswagen,Polo,2015,Electric,4832.75,Unknown,Personal,1,140
CTR_006849,Renault,Megane,2011,Diesel,4352.99,Unknown,Personal,0,153
CTR_006852,Volkswagen,Polo,2022,Gasoline,15264.83,Gray,Professional,0,135
CTR_006855,Volkswagen,Tiguan,2022,Diesel,14865.05,Blue,Personal,0,88
CTR_006860,BMW,Serie3,2019,Hybrid,11713.0,Gray,Mixed,1,102
CTR_006861,Renault,Clio,2024,Electric,14910.97,Red,Professional,2,135
CTR_006871,Peugeot,208,2023,Hybrid,14847.34,Gray,Professional,2,186
CTR_006880,Volkswagen,Polo,2019,Hybrid,7539.71,White,Personal,2,134
CTR_006882,Peugeot,308,2010,Diesel,5518.43,Unknown,Mixed,1,193
CTR_006885,Peugeot,208,2020,Electric,8067.86,White,Mixed,2,107
CTR_006889,Volkswagen,Polo,2022,Hybrid,8418.145,White,Personal,3,135
CTR_006891,Renault,Captur,2019,Gasoline,5250.51,White,Mixed,2,80
CTR_006896,Volkswagen,Golf,2023,Electric,20740.72,Black,Professional,0,194
CTR_006898,Peugeot,3008,2021,Gasoline,9359.5,Unknown,Professional,1,196
CTR_006902,Peugeot,208,2019,Diesel,5164.61,Blue,Personal,3,124
CTR_006903,Peugeot,208,2022,Gasoline,9465.06,Red,Professional,3,130
CTR_006906,BMW,Serie1,2017,Gasoline,6441.31,Unknown,Professional,1,135
CTR_006907,Volkswagen,Polo,2020,Diesel,11116.02,White,Mixed,2,135
CTR_006908,Volkswagen,Golf,2020,Electric,8805.33,Gray,Professional,2,81
CTR_006912,Peugeot,3008,2020,Hybrid,12611.4,Red,Professional,1,144
CTR_006922,Renault,Captur,2020,Hybrid,9423.82,Unknown,Personal,3,149
CTR_006923,Volkswagen,Tiguan,2010,Electric,5972.43,Gray,Mixed,1,131
CTR_006927,Volkswagen,Polo,2021,Hybrid,12858.46,Gray,Personal,0,190
CTR_006928,Renault,Captur,2024,Gasoline,14091.95,White,Professional,3,155
CTR_006931,Renault,Clio,2011,Hybrid,4498.54,White,Professional,0,184
CTR_006934,Volkswagen,Tiguan,2018,Electric,4907.67,White,Mixed,0,135
CTR_006938,Volkswagen,Tiguan,2024,Hybrid,21868.27,Gray,Personal,1,177
CTR_006940,Renault,Megane,2022,Gasoline,10098.05,Gray,Personal,3,153
CTR_006941,Mercedes,ClasseA,2024,Diesel,43590.03,Blue,Mixed,2,68
CTR_006944,Peugeot,3008,2024,Gasoline,16646.65,Gray,Professional,0,184
CTR_006946,Renault,Clio,2011,Hybrid,5806.58,White,Professional,0,94
CTR_006947,Volkswagen,Tiguan,2021,Diesel,12428.48,White,Professional,1,109
CTR_006950,Volkswagen,Golf,2024,Hybrid,16766.73,White,Personal,1,96
CTR_006953,Renault,Clio,2023,Diesel,9963.05,Gray,Mixed,3,115
CTR_006961,Peugeot,3008,2016,Gasoline,8418.145,Red,Personal,3,94
CTR_006964,Peugeot,3008,2021,Gasoline,11260.71,Gray,Professional,2,134
CTR_006965,Volkswagen,Polo,2020,Gasoline,11430.85,Gray,Personal,0,114
CTR_006970,Peugeot,308,2019,Hybrid,6141.96,Blue,Mixed,1,155
CTR_006974,Renault,Captur,2021,Diesel,8026.78,Black,Mixed,0,125
CTR_006978,Peugeot,208,2019,Electric,6510.8,Gray,Personal,2,79
CTR_006979,Renault,Megane,2019,Gasoline,6139.5,Blue,Mixed,0,79
CTR_006981,Mercedes,ClasseC,2021,Electric,22839.77,Gray,Personal,3,135
CTR_006982,Renault,Clio,2021,Gasoline,9705.92,Red,Personal,1,135
CTR_006987,Volkswagen,Golf,2019,Gasoline,6784.75,Gray,Professional,0,91
CTR_006990,Peugeot,208,2014,Hybrid,4203.36,White,Professional,1,131
CTR_007004,Peugeot,208,2019,Hybrid,5425.81,Black,Personal,0,116
CTR_007010,Peugeot,208,2022,Diesel,12814.51,Blue,Personal,0,130
CTR_007015,Peugeot,208,2021,Gasoline,8719.15,Unknown,Mixed,0,195
CTR_007016,Volkswagen,Polo,2012,Electric,5208.35,Gray,Personal,2,143
CTR_007017,Renault,Clio,2020,Hybrid,6244.73,Black,Personal,1,136
CTR_007019,Mercedes,GLA,2021,Gasoline,25010.44,Black,Personal,0,135
CTR_007024,Volkswagen,Tiguan,2021,Gasoline,10381.83,Red,Personal,1,135
CTR_007025,Peugeot,308,2020,Electric,5719.9,Blue,Professional,3,176
CTR_007031,Renault,Clio,2013,Hybrid,5079.0,Gray,Personal,0,135
CTR_007033,Renault,Clio,2011,Electric,5781.02,Unknown,Professional,3,93
CTR_007034,Renault,Captur,2013,Diesel,8418.145,Blue,Personal,0,89
CTR_007036,Volkswagen,Tiguan,2020,Hybrid,4632.65,Unknown,Professional,0,90
CTR_007037,Volkswagen,Golf,2023,Gasoline,16901.65,Black,Professional,3,165
CTR_007040,Peugeot,3008,2019,Hybrid,5385.24,Red,Personal,0,109
CTR_007041,Mercedes,GLA,2022,Hybrid,38597.28,Blue,Personal,3,135
CTR_007043,BMW,Serie1,2019,Electric,12855.45,Red,Professional,1,135
CTR_007045,Volkswagen,Golf,2018,Gasoline,5134.54,Black,Professional,0,180
CTR_007046,Volkswagen,Tiguan,2018,Electric,5894.83,Unknown,Personal,0,135
CTR_007047,Volkswagen,Polo,2021,Hybrid,10868.37,Gray,Personal,0,191
CTR_007054,Volkswagen,Tiguan,2012,Diesel,8418.145,Black,Professional,0,143
CTR_007055,Peugeot,308,2018,Electric,4859.8,Red,Professional,0,186
CTR_007056,Peugeot,308,2017,Hybrid,4365.22,Red,Mixed,1,134
CTR_007063,Peugeot,208,2019,Electric,5417.58,Black,Mixed,1,191
CTR_007065,Volkswagen,Tiguan,2024,Hybrid,21599.42,White,Professional,0,105
CTR_007075,Peugeot,308,2024,Electric,13679.05,Gray,Mixed,0,165
CTR_007076,Renault,Clio,2020,Gasoline,7679.52,White,Personal,1,137
CTR_007078,Peugeot,308,2021,Gasoline,9578.52,Gray,Personal,1,141
CTR_007079,Peugeot,208,2018,Electric,5535.25,Red,Personal,0,121
CTR_007089,Renault,Captur,2022,Electric,11707.08,Unknown,Personal,0,135
CTR_007094,Volkswagen,Tiguan,2019,Electric,8418.145,Unknown,Professional,0,138
CTR_007097,Renault,Clio,2018,Electric,5886.0,Gray,Mixed,0,100
CTR_007098,Volkswagen,Polo,2019,Hybrid,8967.06,Black,Professional,1,105
CTR_007102,Volkswagen,Polo,2019,Diesel,8914.81,Unknown,Personal,3,150
CTR_007106,BMW,Serie3,2020,Gasoline,20498.54,Red,Personal,3,74
CTR_007108,Peugeot,3008,2020,Electric,8825.97,White,Mixed,3,92
CTR_007109,Peugeot,208,2019,Gasoline,5961.0,Blue,Mixed,3,180
CTR_007117,Volkswagen,Tiguan,2018,Gasoline,5551.81,Blue,Personal,0,121
CTR_007118,Renault,Megane,2020,Gasoline,7659.1,White,Personal,0,200
CTR_007124,Renault,Megane,2022,Electric,8887.84,White,Professional,3,193
CTR_007126,Volkswagen,Tiguan,2018,Electric,5783.99,Red,Mixed,3,133
CTR_007127,Peugeot,308,2021,Electric,8539.81,Gray,Mixed,0,147
CTR_007131,Peugeot,3008,2024,Gasoline,12700.23,White,Mixed,3,189
CTR_007132,Renault,Captur,2024,Hybrid,15766.32,Blue,Mixed,3,200
CTR_007139,Renault,Captur,2021,Gasoline,8536.43,Unknown,Professional,2,193
CTR_007141,Renault,Clio,2022,Gasoline,10651.98,Red,Mixed,2,93
CTR_007144,Volkswagen,Tiguan,2020,Diesel,11742.5,Blue,Professional,3,135
CTR_007146,Volkswagen,Polo,2015,Gasoline,4467.99,Blue,Mixed,0,177
CTR_007147,Renault,Clio,2024,Electric,8418.145,White,Professional,3,109
CTR_007148,Renault,Megane,2015,Electric,5500.52,Black,Personal,1,196
CTR_007149,Peugeot,208,2018,Gasoline,5516.66,Blue,Mixed,0,173
CTR_007150,Renault,Clio,2018,Hybrid,5844.09,Black,Professional,2,166
CTR_007152,Volkswagen,Golf,2020,Hybrid,11816.08,Blue,Professional,0,155
CTR_007160,Peugeot,3008,2020,Hybrid,5964.0,Gray,Personal,3,124
CTR_007161,Renault,Captur,2020,Gasoline,7488.58,Red,Professional,1,188
CTR_007167,Volkswagen,Golf,2022,Gasoline,12469.69,Blue,Mixed,3,113
CTR_007169,Renault,Clio,2016,Gasoline,5726.79,White,Personal,1,143
CTR_007170,BMW,Serie3,2023,Gasoline,36369.07,Black,Mixed,0,163
CTR_007174,Peugeot,208,2020,Electric,7688.22,White,Professional,0,106
CTR_007175,Peugeot,3008,2014,Electric,4227.87,Black,Professional,0,122
CTR_007176,Peugeot,208,2023,Diesel,10690.01,Black,Personal,0,139
CTR_007179,Peugeot,208,2020,Diesel,8154.15,Black,Personal,3,179
CTR_007181,Renault,Megane,2019,Hybrid,5975.0,Blue,Mixed,1,179
CTR_007189,Renault,Captur,2018,Diesel,4032.43,Black,Professional,1,98
CTR_007191,Renault,Megane,2018,Electric,5898.52,Black,Personal,0,177
CTR_007194,Renault,Clio,2018,Gasoline,5084.47,Red,Mixed,2,194
CTR_007196,Peugeot,3008,2023,Gasoline,13792.81,Gray,Mixed,2,135
CTR_007197,Renault,Captur,2014,Hybrid,5128.3,Black,Personal,0,150
CTR_007198,Peugeot,308,2024,Electric,13901.61,Gray,Mixed,2,119
CTR_007199,Renault,Captur,2023,Electric,14294.07,Red,Mixed,2,113
CTR_007201,Mercedes,ClasseA,2022,Diesel,24366.33,Unknown,Professional,0,135
CTR_007205,Volkswagen,Polo,2016,Diesel,5494.39,Gray,Personal,0,185
CTR_007208,Mercedes,ClasseA,2015,Gasoline,4721.66,White,Mixed,0,149
CTR_007214,Mercedes,ClasseA,2010,Hybrid,4380.45,Blue,Personal,1,121
CTR_007219,Volkswagen,Tiguan,2023,Gasoline,17150.19,Red,Professional,0,105
CTR_007220,Peugeot,208,2023,Hybrid,11605.62,White,Mixed,0,131
CTR_007221,BMW,X1,2012,Electric,5737.66,Gray,Professional,3,170
CTR_007222,Renault,Clio,2022,Hybrid,11898.1,Unknown,Professional,3,120
CTR_007226,Volkswagen,Polo,2019,Gasoline,9142.39,White,Personal,3,137
CTR_007228,Renault,Captur,2018,Hybrid,5671.74,White,Mixed,3,96
CTR_007234,Renault,Clio,2023,Diesel,13920.68,Unknown,Mixed,0,177
CTR_007239,Peugeot,208,2018,Electric,5162.85,White,Mixed,0,172
CTR_007243,Mercedes,ClasseC,2012,Hybrid,5803.93,White,Mixed,0,145
CTR_007245,Renault,Megane,2013,Diesel,4118.3,Red,Mixed,1,135
CTR_007247,Volkswagen,Tiguan,2010,Gasoline,4571.75,Black,Professional,0,138
CTR_007248,Peugeot,3008,2023,Hybrid,11682.34,White,Mixed,0,181
CTR_007249,Renault,Megane,2015,Gasoline,4242.16,Gray,Professional,0,172
CTR_007257,Renault,Clio,2017,Hybrid,4012.7,White,Mixed,2,108
CTR_007259,Renault,Clio,2019,Hybrid,5381.92,Gray,Professional,0,135
CTR_007260,Renault,Megane,2014,Electric,5448.0,Blue,Professional,0,198
CTR_007262,Volkswagen,Tiguan,2018,Gasoline,5924.55,Blue,Professional,3,135
CTR_007265,Mercedes,ClasseC,2018,Hybrid,11876.69,Gray,Mixed,0,172
CTR_007266,Volkswagen,Polo,2014,Hybrid,5776.24,White,Mixed,3,125
CTR_007270,Renault,Clio,2023,Electric,14573.84,Black,Personal,0,151
CTR_007277,Volkswagen,Golf,2024,Electric,21444.73,White,Personal,3,133
CTR_007279,Renault,Captur,2020,Gasoline,6071.3,Black,Professional,2,136
CTR_007281,Renault,Clio,2021,Electric,9593.3,Gray,Mixed,1,186
CTR_007283,Volkswagen,Golf,2020,Diesel,10627.86,Blue,Personal,1,143
CTR_007284,Volkswagen,Polo,2017,Diesel,4128.8,Red,Professional,1,108
CTR_007285,Peugeot,208,2019,Diesel,5417.08,Blue,Personal,2,127
CTR_007286,Peugeot,308,2022,Electric,10203.0,White,Professional,2,147
CTR_007287,Renault,Megane,2020,Diesel,8074.41,Black,Mixed,2,135
CTR_007288,Peugeot,3008,2023,Gasoline,12382.0,Unknown,Mixed,3,147
CTR_007289,Renault,Megane,2022,Electric,10642.83,White,Personal,2,182
CTR_007293,Peugeot,308,2024,Electric,16714.35,White,Mixed,2,184
CTR_007294,Volkswagen,Tiguan,2024,Electric,23492.11,Unknown,Professional,2,125
CTR_007297,Peugeot,308,2023,Diesel,13401.77,White,Professional,3,111
CTR_007300,Renault,Megane,2020,Gasoline,7441.02,Blue,Mixed,3,156
CTR_007301,Renault,Clio,2023,Hybrid,10328.43,White,Mixed,2,151
CTR_007304,Volkswagen,Golf,2018,Gasoline,5587.27,Unknown,Personal,3,135
CTR_007309,Renault,Clio,2024,Gasoline,15044.21,Black,Personal,0,187
CTR_007314,BMW,Serie3,2012,Electric,4378.1,Unknown,Personal,2,97
CTR_007316,Peugeot,3008,2023,Hybrid,11147.46,White,Personal,1,119
CTR_007319,Peugeot,208,2020,Hybrid,8933.61,Black,Mixed,0,130
CTR_007322,Renault,Clio,2021,Gasoline,8418.145,Unknown,Professional,0,147
CTR_007323,Renault,Megane,2011,Electric,5826.15,Red,Professional,1,135
CTR_007324,Volkswagen,Polo,2024,Gasoline,8418.145,Gray,Mixed,2,169
CTR_007326,Peugeot,208,2018,Diesel,4659.93,Red,Professional,0,168
CTR_007327,Volkswagen,Tiguan,2010,Gasoline,5051.16,White,Mixed,3,135
CTR_007335,Renault,Clio,2014,Diesel,4376.21,Unknown,Mixed,3,151
CTR_007338,Peugeot,3008,2012,Electric,5377.11,Blue,Mixed,2,150
CTR_007339,Volkswagen,Tiguan,2020,Hybrid,10499.39,Gray,Professional,3,171
CTR_007342,Volkswagen,Tiguan,2019,Gasoline,9427.56,Gray,Personal,0,166
CTR_007343,Volkswagen,Tiguan,2016,Electric,5822.43,Unknown,Professional,0,125
CTR_007344,Volkswagen,Polo,2018,Hybrid,6204.16,Red,Mixed,0,182
CTR_007345,BMW,X1,2012,Electric,4369.63,White,Personal,3,135
CTR_007348,Volkswagen,Polo,2010,Hybrid,4427.58,Red,Professional,2,92
CTR_007349,Peugeot,208,2019,Gasoline,5444.34,Blue,Professional,0,74
CTR_007351,Peugeot,308,2011,Electric,5668.29,Red,Professional,1,110
CTR_007352,Peugeot,208,2020,Hybrid,8261.59,Blue,Personal,0,130
CTR_007356,Peugeot,3008,2021,Hybrid,8354.23,Unknown,Mixed,3,168
CTR_007359,Renault,Megane,2013,Electric,4916.52,White,Professional,1,146
CTR_007360,Volkswagen,Golf,2012,Diesel,5949.8,Black,Professional,0,160
CTR_007365,Volkswagen,Golf,2020,Electric,11366.16,Blue,Mixed,0,165
CTR_007366,Volkswagen,Golf,2016,Gasoline,8418.145,White,Mixed,0,147
CTR_007369,Volkswagen,Polo,2023,Gasoline,19774.22,White,Professional,2,135
CTR_007372,Renault,Clio,2021,Hybrid,10743.27,Black,Mixed,1,90
CTR_007374,Renault,Megane,2019,Diesel,6339.02,Blue,Personal,3,177
CTR_007376,Renault,Megane,2016,Hybrid,5385.14,Red,Professional,2,145
CTR_007377,Volkswagen,Polo,2017,Electric,5134.73,Blue,Mixed,0,191
CTR_007378,Renault,Captur,2022,Diesel,11643.93,Blue,Personal,3,100
CTR_007379,Volkswagen,Golf,2022,Electric,13555.15,Unknown,Personal,2,165
CTR_007381,Volkswagen,Tiguan,2018,Gasoline,5578.38,Black,Professional,0,199
